# Reference in the pinned BLIVRE source; theme; editorial title. Tabs separate fields.
PSA 134:1-2	prayer	Louvor durante a noite
PSA 135:3	prayer	Cantar pela bondade
PSA 136:1-3	faith	Bondade que não termina
PSA 138:3	hope	Força ao clamar
PSA 138:7-8	hope	Cuidado no meio da aflição
PSA 139:9-10	presence	Amparo em qualquer lugar
PSA 139:13-14	purpose	Uma vida conhecida
PSA 140:12-13	practiceGood	Justiça para o aflito
PSA 141:3-4	discipline	Guardar a boca e o coração
PSA 142:2-3	prayer	Apresentar a angústia
PSA 143:8	purpose	Mostra-me o caminho
PSA 143:10	purpose	Aprender a tua vontade
PSA 144:15	hope	Felicidade e pertencimento
PSA 145:8-9	patience	Bondade para todos
PSA 145:14	charity	Sustentar quem cai
PSA 145:18	prayer	Perto de quem invoca
PSA 146:5-7	charity	Justiça e pão
PSA 147:3	consolationHope	Cuidar das feridas
PSA 147:10-11	faith	Esperar na bondade
PSA 148:12-13	family	Louvor de todas as idades
PSA 149:4	innerReform	A beleza da humildade
PSA 150:1-2	prayer	Louvor pelas grandes obras
PRO 1:5	wisdom	Continuar aprendendo
PRO 1:8-9	family	Escutar a instrução
PRO 2:1-2	wisdom	Inclinar o coração
PRO 2:10-11	wisdom	Prudência que guarda
PRO 3:1-2	discipline	Guardar o ensino
PRO 3:3-4	practiceGood	Bondade e fidelidade
PRO 3:11-12	innerReform	Aceitar a correção
PRO 3:13-14	wisdom	O ganho da sabedoria
PRO 3:21-23	wisdom	Caminhar com segurança
PRO 3:27-28	charity	Não adiar o bem
PRO 4:7-9	wisdom	Dar valor ao entendimento
PRO 4:18	hope	Luz que cresce
PRO 4:25-27	discipline	Atenção ao caminho
PRO 6:20-22	family	Conselho que acompanha
PRO 8:10-11	financialBalance	Escolher o que tem valor
PRO 8:17	wisdom	Buscar com diligência
PRO 9:8-9	innerReform	Crescer com a correção
PRO 9:10	wisdom	Entendimento e reverência
PRO 10:9	discipline	Andar com integridade
PRO 10:19	discipline	Moderação nas palavras
PRO 10:22	prosperityWithPurpose	Bênção e riqueza
PRO 11:1	financialBalance	Balança justa
PRO 11:2	innerReform	Sabedoria com humildade
PRO 11:13	discipline	Guardar a confiança
PRO 11:17	charity	Bondade que faz bem
PRO 11:24	charity	Generosidade que reparte
PRO 11:28	financialBalance	Não confiar nas riquezas
PRO 12:1	innerReform	Amar a instrução
PRO 12:11	work	Cultivar com constância
PRO 12:18	practiceGood	Palavras que curam
PRO 12:22	practiceGood	Falar com verdade
PRO 12:24	work	Mãos diligentes
PRO 13:3	discipline	Guardar as palavras
PRO 13:4	work	Desejo e diligência
PRO 13:10	patience	Conselho em vez de orgulho
PRO 13:18	innerReform	Acolher a correção
PRO 13:20	wisdom	Companhia dos sábios
PRO 14:15	wisdom	Examinar os próprios passos
PRO 14:21	charity	Compaixão pelo próximo
PRO 14:23	work	Trabalho que produz fruto
PRO 14:26	family	Refúgio para os filhos
PRO 14:31	charity	Honrar cuidando do pobre
PRO 15:4	practiceGood	Uma língua que dá vida
PRO 15:13	hope	Alegria que se revela
PRO 15:17	family	Uma mesa com amor
PRO 15:18	patience	Acalmar a discussão
PRO 15:22	wisdom	Planos e conselhos
PRO 15:23	practiceGood	A palavra no tempo certo
PRO 15:28	discipline	Pensar antes de responder
PRO 15:31-32	innerReform	Ouvir para crescer
PRO 16:8	financialBalance	Pouco com justiça
PRO 16:16	financialBalance	Sabedoria acima do ouro
PRO 16:18-19	innerReform	Humildade antes da honra
PRO 16:20	faith	Atenção e confiança
PRO 16:24	practiceGood	Palavras agradáveis
PRO 17:1	family	Paz à mesa
PRO 17:9	forgiveness	Preservar a amizade
PRO 17:14	patience	Parar antes da contenda
PRO 17:27	patience	Serenidade ao falar
PRO 18:12	innerReform	A humildade precede a honra
PRO 18:13	wisdom	Ouvir antes de responder
PRO 18:15	wisdom	Buscar conhecimento
PRO 18:21	discipline	O poder da língua
PRO 19:2	patience	Evitar a pressa
PRO 19:8	wisdom	Cuidar do entendimento
PRO 19:20	wisdom	Aceitar bons conselhos
PRO 19:23	faith	Descanso e reverência
PRO 20:3	patience	Evitar discussões
PRO 20:7	family	Integridade que abençoa
PRO 20:18	wisdom	Planejar com conselho
PRO 20:22	forgiveness	Não retribuir o mal
PRO 21:2	innerReform	Examinar as intenções
PRO 21:3	practiceGood	Praticar justiça
PRO 21:13	charity	Ouvir o necessitado
PRO 21:21	practiceGood	Seguir a justiça e a bondade
PRO 22:1	financialBalance	Um bom nome
PRO 22:2	charity	O mesmo Criador
PRO 22:9	charity	Repartir o pão
PRO 22:22-23	practiceGood	Respeitar o pobre
PRO 22:24-25	patience	Escolher companhias serenas
PRO 23:4-5	financialBalance	Riqueza passageira
PRO 23:12	wisdom	Aplicar o coração
PRO 23:22	family	Escutar e honrar
PRO 23:23	wisdom	Valorizar a verdade
PRO 24:3-4	family	Uma casa construída com sabedoria
PRO 24:10	patience	Força na dificuldade
PRO 24:16	hope	Levantar novamente
PRO 24:17	forgiveness	Não se alegrar com a queda alheia
PRO 24:27	work	Preparar o trabalho
PRO 25:11	practiceGood	Palavra dita no momento certo
PRO 25:15	patience	A força da brandura
PRO 25:21-22	forgiveness	Bondade com quem se opõe
PRO 25:28	discipline	Domínio de si
PRO 26:20	practiceGood	Interromper a fofoca
PRO 27:2	innerReform	Humildade no reconhecimento
PRO 27:5-6	family	A sinceridade da amizade
PRO 27:9	family	Conselho de amigo
PRO 27:17	family	Crescer com o próximo
PRO 27:23-24	financialBalance	Cuidar do que foi confiado
PRO 28:6	financialBalance	Integridade acima da riqueza
PRO 28:20	prosperityWithPurpose	Fidelidade sem pressa de enriquecer
PRO 28:27	charity	Dar a quem precisa
PRO 29:11	patience	Conter a ira
PRO 29:23	innerReform	Humildade que permanece
PRO 29:25	anxiety	Confiança diante do medo
PRO 30:8-9	financialBalance	O pão necessário
PRO 31:8-9	practiceGood	Falar por quem não tem voz
PRO 31:20	charity	Mãos estendidas
MAT 5:7	charity	Bem-aventurados os misericordiosos
MAT 5:8-9	practiceGood	Coração puro e paz
MAT 5:16	practiceGood	A luz das boas obras
MAT 5:23-24	forgiveness	Reconciliar primeiro
MAT 5:41-42	charity	Ir além e repartir
MAT 5:44-45	forgiveness	Amar além da afinidade
MAT 6:1	innerReform	O bem sem exibição
MAT 6:7-8	prayer	Oração sem excesso de palavras
MAT 6:9-11	prayer	O pão de cada dia
MAT 6:12-13	forgiveness	Perdão e amparo
MAT 6:24	financialBalance	O coração e as riquezas
MAT 6:28-30	anxiety	Observar os lírios
MAT 7:3-5	innerReform	Olhar primeiro para si
MAT 7:9-11	prayer	Confiança ao pedir
MAT 7:16-17	practiceGood	Reconhecer pelos frutos
MAT 9:12-13	charity	Misericórdia no encontro
MAT 10:8	charity	Dar gratuitamente
MAT 10:29-31	consolationHope	Uma vida de valor
MAT 10:42	charity	Um copo de água
MAT 11:25-26	prayer	A sabedoria dos simples
MAT 12:33	innerReform	Cuidar da árvore e dos frutos
MAT 12:35	innerReform	O tesouro do coração
MAT 13:23	spiritualEvolution	Ouvir, entender e frutificar
MAT 13:31-32	spiritualEvolution	Um começo pequeno
MAT 18:3-4	innerReform	A humildade de uma criança
MAT 18:12-14	charity	Cuidado com quem se perdeu
MAT 18:21-22	forgiveness	Continuar perdoando
MAT 20:26-28	charity	A grandeza de servir
MAT 22:37-39	family	Amar a Deus e ao próximo
MAT 23:11-12	innerReform	Serviço e humildade
MAT 25:35-36	charity	Presença para quem precisa
MAT 26:41	discipline	Vigiar e orar
MRK 1:35	prayer	Um lugar para orar
MRK 2:17	charity	Cuidado para quem precisa
MRK 4:24	wisdom	Atenção ao que se ouve
MRK 4:30-32	spiritualEvolution	A semente que cresce
MRK 5:19	family	Contar a bondade recebida
MRK 6:31	presence	Tempo de descanso
MRK 8:36-37	financialBalance	O valor da vida
MRK 9:35	charity	Servir a todos
MRK 9:37	family	Acolher uma criança
MRK 9:41	charity	O pequeno gesto
MRK 9:50	practiceGood	Paz entre vocês
MRK 10:14-16	family	Acolhimento das crianças
MRK 10:43-45	charity	Grandeza no serviço
MRK 11:25	forgiveness	Orar e perdoar
MRK 12:29-31	family	O primeiro mandamento
MRK 12:42-44	charity	O valor da entrega
LUK 3:10-11	charity	Repartir o que se tem
LUK 5:16	prayer	Retirar-se para orar
LUK 6:31	practiceGood	Tratar o outro com cuidado
LUK 6:35-36	forgiveness	Misericórdia nas relações
LUK 6:37-38	forgiveness	Não condenar e repartir
LUK 6:41-42	innerReform	Reconhecer a própria dificuldade
LUK 6:43-45	innerReform	Frutos do coração
LUK 8:15	patience	Frutificar com perseverança
LUK 9:48	family	Acolher os pequenos
LUK 10:33-35	charity	A compaixão se aproxima
LUK 10:36-37	practiceGood	Agir com misericórdia
LUK 11:9-10	prayer	Buscar com confiança
LUK 11:28	practiceGood	Ouvir e guardar
LUK 12:6-7	consolationHope	Lembrados por Deus
LUK 12:15	financialBalance	A vida além dos bens
LUK 12:24	consolationHope	O cuidado que sustenta
LUK 12:32-34	charity	Um tesouro que permanece
LUK 12:48	purpose	Responsabilidade pelo que recebemos
LUK 14:11	innerReform	O caminho da humildade
LUK 14:13-14	charity	Convidar sem esperar retorno
LUK 15:4-6	charity	Buscar quem se perdeu
LUK 15:20	forgiveness	O abraço no retorno
LUK 16:10	work	Fidelidade nas pequenas coisas
LUK 17:3-4	forgiveness	Recomeçar nas relações
LUK 17:15-16	prayer	Voltar para agradecer
LUK 18:16-17	family	Receber como uma criança
LUK 19:8	practiceGood	Generosidade e reparação
LUK 21:1-4	charity	O sentido da oferta
LUK 22:26-27	charity	Estar entre os que servem
JHN 1:4-5	hope	Luz que permanece
JHN 1:16	faith	Graça recebida
JHN 4:14	hope	Uma fonte para a vida
JHN 4:23-24	prayer	Adorar com verdade
JHN 4:35-36	work	Olhar para a colheita
JHN 5:17	work	O trabalho continua
JHN 6:12	financialBalance	Cuidar para não desperdiçar
JHN 6:27	purpose	Buscar o que permanece
JHN 6:37	consolationHope	Acolhimento para quem vem
JHN 7:24	practiceGood	Julgar com justiça
JHN 7:37-38	hope	Sede de vida
JHN 8:12	purpose	Uma luz para seguir
JHN 8:31-32	wisdom	Permanecer e conhecer
JHN 10:3-4	faith	Ouvir e caminhar
JHN 10:14-15	family	Conhecimento e cuidado
JHN 11:35-36	charity	Compaixão que chora
JHN 12:24-25	spiritualEvolution	O grão e o fruto
JHN 12:35-36	purpose	Caminhar na luz
JHN 13:14-15	charity	O exemplo do serviço
JHN 13:17	practiceGood	Saber e praticar
JHN 14:18	consolationHope	Não ficar desamparado
JHN 14:23	presence	Amor que faz morada
JHN 15:7-8	prayer	Permanecer e frutificar
JHN 15:9-10	family	Permanecer no amor
JHN 15:11	hope	Alegria que se completa
JHN 15:16	purpose	Fruto que permanece
JHN 16:22	consolationHope	Uma alegria que fica
JHN 17:20-21	family	Oração pela unidade
JHN 20:19-21	anxiety	Paz no meio do medo
GEN 1:28	purpose	Responsabilidade pela criação
GEN 4:9-10	practiceGood	Responsabilidade pelo irmão
GEN 8:21-22	hope	Continuidade da vida
GEN 13:8-9	family	Espaço para a paz
GEN 18:4-5	charity	Hospitalidade no caminho
GEN 24:18-20	charity	Generosidade ao acolher
GEN 26:22	patience	Encontrar espaço para viver
GEN 28:20-22	faith	Pão e cuidado no caminho
GEN 33:10-11	forgiveness	Receber o irmão
GEN 39:21	consolationHope	Bondade na adversidade
GEN 45:14-15	forgiveness	Abraço e reconciliação
EXO 2:23-25	consolationHope	O clamor ouvido
EXO 16:16-18	financialBalance	Recolher o suficiente
EXO 18:21-22	work	Dividir responsabilidades
EXO 20:16-17	discipline	Verdade e contentamento
EXO 22:21-22	charity	Não oprimir o vulnerável
EXO 23:4-5	forgiveness	Ajudar mesmo o adversário
EXO 23:6-8	practiceGood	Justiça sem favorecimento
EXO 31:3-5	work	Habilidade a serviço
EXO 35:25-26	work	Trabalho feito com disposição
LEV 19:3	family	Respeito em casa
LEV 19:33-34	charity	Amar quem vem de fora
LEV 25:14	financialBalance	Honestidade nas negociações
LEV 25:17	practiceGood	Não oprimir o próximo
LEV 25:35-37	charity	Sustentar quem empobrece
NUM 6:22-23	prayer	Uma bênção compartilhada
NUM 11:16-17	work	Repartir a responsabilidade
NUM 12:13	prayer	Pedir a cura do outro
NUM 14:18-19	forgiveness	Um pedido de misericórdia
DEU 4:29-31	forgiveness	Voltar de todo o coração
DEU 5:16	family	Honrar pai e mãe
DEU 6:18	practiceGood	Fazer o que é justo
DEU 8:7-9	prosperityWithPurpose	Receber a terra com gratidão
DEU 10:17-18	charity	Justiça sem acepção
DEU 15:10-11	charity	Abrir a mão com alegria
DEU 16:11	family	Alegria que inclui
DEU 20:19	presence	Cuidar das árvores
DEU 22:1-3	practiceGood	Não ignorar a perda alheia
DEU 24:19	charity	Deixar parte da colheita
DEU 26:11	prosperityWithPurpose	Alegrar-se com o bem recebido
DEU 30:20	faith	Amar, ouvir e permanecer
DEU 31:6	anxiety	Coragem para seguir
JOS 1:6	purpose	Coragem para a responsabilidade
JOS 4:6-7	family	Memória para os filhos
JOS 21:45	faith	A palavra cumprida
JOS 22:5	discipline	Guardar o caminho
JDG 5:2	work	Disposição para servir
JDG 5:9	work	O valor de quem se oferece
JDG 6:12-14	purpose	Coragem em meio à dúvida
JDG 6:16	faith	Presença na missão
JDG 6:23-24	anxiety	Uma palavra de paz
JDG 13:8	family	Aprender a cuidar
RUT 1:8-9	family	Bondade e descanso
RUT 2:8-9	charity	Proteção no trabalho
RUT 2:10-11	charity	Bondade que reconhece o cuidado
RUT 2:14	charity	Lugar à mesa
RUT 2:17-18	work	Fruto partilhado em casa
RUT 3:10	family	Fidelidade no cuidado
RUT 4:16-17	family	Acolher uma nova vida
EST 2:10-11	family	Cuidado mesmo à distância
EST 4:13-14	purpose	Responsabilidade pelo próprio tempo
EST 8:15-17	hope	Da apreensão à alegria
EST 9:19	charity	Alegria que reparte
EST 9:22	charity	Lembrar quem tem pouco
JOB 5:8-9	prayer	Apresentar a causa
JOB 6:14	charity	Compaixão por quem sofre
JOB 8:7	hope	Um começo pequeno
JOB 12:7-10	presence	Aprender com a criação
JOB 19:25-27	hope	Esperança na dor
JOB 22:21	anxiety	Buscar a paz
JOB 27:3-4	discipline	Fidelidade à verdade
JOB 29:12-13	charity	Socorrer e alegrar
JOB 29:15-16	charity	Ser apoio ao vulnerável
JOB 31:13-15	practiceGood	Ouvir com igualdade
JOB 31:16-17	charity	Não comer sozinho
JOB 31:24-25	financialBalance	Não fazer do ouro a confiança
JOB 32:8-9	wisdom	Sabedoria além da idade
JOB 34:21	innerReform	Atenção aos próprios caminhos
JOB 37:14	presence	Parar e considerar
ECC 3:12-13	work	Alegria no trabalho
ECC 4:6	financialBalance	Suficiência com descanso
ECC 5:2	prayer	Palavras com reverência
ECC 5:4-5	discipline	Cumprir o que se promete
ECC 5:18-19	prosperityWithPurpose	Receber e desfrutar com gratidão
ECC 7:1	purpose	O valor de um bom nome
ECC 7:9	patience	Não se apressar para a ira
ECC 7:20	forgiveness	Reconhecer a imperfeição
ECC 7:21-22	forgiveness	Não guardar toda palavra
ECC 9:7-9	family	Alegria na vida compartilhada
ECC 9:17-18	wisdom	Escutar a voz serena
ECC 10:10	work	Preparação e sabedoria
ECC 11:2	financialBalance	Repartir com prudência
ECC 11:4	work	Encontrar a hora de agir
ECC 12:1	purpose	Lembrar do Criador
ISA 1:16-17	practiceGood	Aprender a fazer o bem
ISA 12:3-4	prayer	Alegria e gratidão
ISA 25:4	charity	Abrigo para quem precisa
ISA 26:4	faith	Confiança firme
ISA 26:12	anxiety	Paz concedida
ISA 32:18	anxiety	Habitar em segurança
ISA 33:15-16	practiceGood	Integridade no agir
ISA 35:1-2	hope	O deserto floresce
ISA 40:1	consolationHope	Consolar o povo
ISA 42:3	charity	Cuidado com a fragilidade
ISA 49:15-16	consolationHope	Não ser esquecido
ISA 50:4	practiceGood	Uma palavra ao cansado
ISA 51:12	anxiety	Consolo diante do medo
ISA 52:7	practiceGood	Anunciar a paz
ISA 55:1-2	financialBalance	Buscar o que alimenta
ISA 55:10-11	hope	A palavra produz fruto
ISA 56:1	practiceGood	Guardar o direito
ISA 57:15	innerReform	Junto ao humilde
ISA 58:6-7	charity	Libertar e repartir
ISA 61:3	consolationHope	Consolo para quem chora
ISA 64:8	purpose	Obra das mãos do Criador
ISA 66:13	consolationHope	Consolo como o de uma mãe
JER 6:16	wisdom	Perguntar pelo bom caminho
JER 9:24	wisdom	Conhecer a bondade e a justiça
JER 17:10	innerReform	Examinar o coração
JER 22:3	practiceGood	Proteger o oprimido
JER 22:15-16	charity	Julgar a causa do necessitado
JER 29:7	practiceGood	Buscar a paz da cidade
JER 30:17	consolationHope	Cuidado com as feridas
JER 31:16-17	hope	Esperança para o futuro
JER 31:34	forgiveness	A falta perdoada
JER 32:39-40	family	Um caminho para o bem
JER 33:6	consolationHope	Saúde e paz
EZK 11:19-20	innerReform	Um coração sensível
EZK 18:21-22	forgiveness	Recomeçar pela justiça
EZK 18:27-28	innerReform	Considerar e mudar
EZK 33:14-16	practiceGood	Reparar e viver
EZK 34:14-15	consolationHope	Descanso e cuidado
EZK 34:16	charity	Buscar e fortalecer
EZK 36:27	practiceGood	Caminhar com retidão
EZK 37:14	hope	Sopro de vida
DAN 1:17	wisdom	Conhecimento e discernimento
DAN 2:22-23	prayer	Gratidão pela sabedoria
DAN 6:26-27	faith	Confiança no Deus vivo
DAN 9:4	prayer	Oração e fidelidade
DAN 10:12	prayer	Ouvido desde o primeiro dia
ROM 12:11	work	Dedicação no serviço
ROM 12:13	charity	Hospitalidade e partilha
ROM 12:14-16	forgiveness	Abençoar e acompanhar
ROM 14:7-8	purpose	Uma vida com sentido
ROM 15:2-3	charity	Edificar o próximo
ROM 15:4	patience	Perseverança e consolação
ROM 15:5-7	family	Acolher uns aos outros
1CO 3:16	innerReform	Cuidar da própria vida
1CO 4:2	work	Fidelidade no que foi confiado
1CO 6:12	discipline	Não ser dominado
1CO 10:23-24	charity	Buscar o bem do outro
1CO 12:25-26	family	Cuidado mútuo
1CO 13:11-12	spiritualEvolution	Crescer no entendimento
1CO 14:26	practiceGood	Tudo para edificar
2CO 4:6	hope	Luz no coração
2CO 8:12-14	charity	Partilhar conforme a possibilidade
2CO 9:10-11	charity	Generosidade que dá frutos
GAL 6:1	forgiveness	Corrigir com mansidão
GAL 6:7-8	discipline	O que se semeia
EPH 4:1-3	patience	Caminhar com mansidão
EPH 4:28	work	Trabalhar e repartir
EPH 4:29	practiceGood	Palavras que edificam
EPH 5:1-2	charity	Andar em amor
EPH 5:19-20	prayer	Gratidão no coração
EPH 6:1-4	family	Respeito e cuidado na família
JAS 1:4	patience	Deixar a perseverança agir
JAS 1:21	innerReform	Receber com mansidão
JAS 1:26-27	charity	Cuidado que se torna prática
JAS 2:15-16	charity	Cuidar das necessidades reais
JAS 3:13	wisdom	Sabedoria demonstrada na conduta
JAS 3:18	practiceGood	Semear em paz
JAS 4:10	innerReform	Humildade diante de Deus
JAS 4:13-15	patience	Planos com humildade
JAS 5:7-8	patience	A espera de quem cultiva
JAS 5:9	patience	Não murmurar contra o próximo
JAS 5:13	prayer	Orar e cantar
1PE 1:22	family	Amor de coração
1PE 3:10-11	practiceGood	Buscar a paz
1PE 4:9	charity	Hospitalidade sem reclamação
1PE 4:11	work	Servir com a força recebida
1PE 5:6	innerReform	Humildade e tempo
1PE 5:10	consolationHope	Força depois da aflição
2PE 1:8	spiritualEvolution	Crescer e frutificar
2PE 3:18	spiritualEvolution	Crescer no conhecimento
